labels,sentences
1,When Alfred Hitchcock made STRANGERS ON A TRAIN it was a harbinger for the bulk of the film going public that he was back at the top of his form From 1946 to 1950 his films were not box office successes and his contractual arrangement with David O Selznick ended because of this Actually he made some really good films in the period such as NOTORIOUS SPELLBOUND UNDER CAPRICORN ROPE and my opinion STAGESTRUCK But while NOTORIOUS AND SPELLBOUND were liked the audiences were turned off by Hitchs attempts at experimentation his use of a dream sequence by Salvator Dali in SPELLBOUND was acceptable as was the setting among psychiatrists But the experiment with long takes in ROPE confused the public making ignore the merits of that film and the willingness of Hitch to have the audience fooled by a lie told by a leading character in a flashback was disliked  far more disliked then it deserved to be  in STAGESTRUCK A matter of bad timing for UNDER CAPRICORN it was released just as the scandal of its star Ingrid Bergman and Roberto Rosallini broke out made it seem to be a failure which it wasnt THE PARADINE CASE was another failure  and one that really had little in its favor With STRANGERS ON A TRAIN Hitchcock shied away from the special tricks that interested him in the recent films Instead he concentrated on his favorite themes of shared guilt and mistaken identity Based on a novel by Patricia Highsmith the story was of how Guy Haines a professional tennis player meets a fan of his  Bruno Anthony a playboy  who is traveling on a crosscountry train at the same time as the athlete Bruno is talkative and fawning and Guy views him as one of the typical fans he has metif a little eccentric with his talk of wanting to be on the first rocket to outer space But Bruno knows all about Guys personal problems He is married to a promiscuous young woman named Miriam and is in love with Anne Morton daughter of a Senator Bruno knows that Miriam wont divorce her successful celebrity husband Bruno mentions how he can sympathize  he hates his stepfather who is constantly criticizing him Then Bruno mentions sort of off the cuff an idea he has about two men  technically strangers  exchanging murders for each other and then committing two perfect unsolvable crimes instead of fumbling them Guy listens to the idea  and agrees it is an interesting idea The train reaches Guys destination and his last comment is like a validation of the idea He just does not realize that the eccentric Bruno is a sociopath and believes Guy has just agreed to the two killing each others foe Its a wonderfully simple plot actually Bruno of course does kill Miriam but he fully expects Guy to live up to the murder agreement and kill his stepfather Guy is horrified  and worse he finds that he is the police departments number one suspect When Bruno to encourage Guy mentions he has the latters lighter he pocketed it on the train and can plant it at the murder site Guy finds himself in deeper problems  how to avoid the police and how to control if possible the insane Bruno Hitch always planned the shots of his film carefully so that from the start we see both our heroes from their feet heading towards their fateful meeting in the train with each other There are constant crosscontacts used in the film to show how the two men are drawn into each others orbits It is like fate drawing them together Yet both have their own personality  and Hitch with a typical twist makes the mad Bruno actually more of an attractive figure His scheme may be vicious it will kill two people if successful and he will have Guy live up to the agreement no matter what but he has a zest for life One suspects that once Guy too had one but his marriages failure coupled with his now dating a socially prominent woman has made him more circumspect and dull than he was The cast is good too Robert Walker probably had his finest role in this film only a year before his death It was a far cry from the homespun boynextdoor of SINCE YOU WENT AWAY or THE CLOCK His lithe figure also looked quite elegant in tales in several scenes As Guy Farley Granger acts like a cousin of his comurderer in ROPE especially as the circumstances make him increasingly suspicious to the authorities as his earlier role made his jittery behavior increasingly suspicion to Jimmy Stewart As for the ladies Kasie Rogers is properly sluttish as Miriam  enabling the audience to be prepared for her demise in a famous sequence shot in the reflection of her eyeglasses so that they actually are cheering Bruno in his act of evil Patricia Hitchcock appears as the younger sister of Anne Ruth Roman who bears a close resemblance to Miriam and accidentally sets off Bruno at a social occasion She plays this rare role well Ruth Roman is properly supportive of Granger but her role is limiting because she is establishment in her background and somewhat low keyed Other supporting performers Leo G Caroll as the Senator Marion Lorne usually a comedian as Brunos dotty mother and Norma Varden as an unexpected recipient of violence from Walker are all shown to best advantage  all at the hand of a master
1,Roy Anderssons Du Levande is not totally original as it is counter piece to Anderssons previous movie Sånger från andra våningen Still the movie has aura of total originality Some conventions of movie making are still thrown away most of the actors look nothing like what you would expect in movie and the shots take long time Most of the time camera doesnt move but people move around it The shots start from somewhere and many times the scenery builds up in amazing proportions WG Sebald comes to mind in literature with same technique Because of the time invested in every shot the suspension is really high in many of the scenes There is a story and isnt  it is left for viewer to build up in his or her own mind This movie is positive It is determined not to see this all in negative way and at the same time will not pass the social injustices One of the messages I got from it was that maybe all failures and accidents are not fatal after all Great movie
1,Sigrid Thornton SeaChange was seemingly born to fill the role of Catos Philadelphia Gordon in this story that is often compared with Margaret Mitchells American Civil War classic Gone With the Wind Waters Heaven Tonight is in arguably his best role also as her larrakin love interest and the two leads head a wonderful Australian cast in this arguably the most wellknown and bestloved of Australian miniseries Its  an outstanding production all round though dont try watching all of it in one hit and it deserves to be remembered as a magnificent portrayal of life in preFederation Australia Rating 810
1,I saw this last night on Turner Classic Movies TCM I had never heard of it before and was quite surprised to find it so engrossing Bogart does a star turn as a citywise cynical editor who reluctantly goes along with his greedy radionetwork boss in this incisive B programmer About 12 years before he played similar citywise cynics to perfection in movies like Deadline USA Knock On Any Door The Barefoot Contessa and The Harder They Fall Bogie already had the star qualities down pat In order to boost ratings and bring their somewhat highbrow programming to a more popular level WUBC the Voice of America pushes a tellall radio miniseries about a woman who was acquitted 20 years ago by a plea of selfdefense of killing her husband Not willing to be discreet in order to save the womans and her husbands reputations the station uses underhanded methods to reveal all to all listeners and as luridly as possible As a time capsule I also found it very illuminating of malefemale mores in the workplace in the mid1930s Although beyond Henry ONeill Im unfamiliar with the supporting cast the players were uniformly excellent and the direction was taut If you like this kind of movie at all eg A Face In The Crowd An Inspector Calls etc dont miss the opportunity to see this one 
1,This lasted several years despite the late hour it was on Like a lot of 80s crime dramas it looked cold Both physically and figuratively This isnt a bad thing though And the obviously low budget actually worked in its favor Gritty during a time when slick was in Allan Royals wraparound segments as the news writer gave it a slight edge The only actors I remembered were Scott Nylands Earthquake and Tony Rosato SCTV The cast of barely knowns was a good thing because one could see the group as a whole and not as a bunch of people supporting a star And yes thats a young Clark Johnson Homicide in a recurring spot I hope a DVD release is in the future Someone out there wanna get on that
1,I have not seen it since 1998 and yet I STILL cant get it out of my head or stop recommending people to find it so that shows what an impression it made Just a wonderful story I just hope to see the stair at least once in person I didnt know much about Mr Petersen before this movie as I hadnt seen any of his previous works but his subtle acting in this impressed me and I think his portrayal of Grissom on CSI just shows more of the same He knows enough to let the character shine through instead of the actor shining through which makes him just that much better of an actor I cant remember enough about the poor accents to comment but I must say I have always enjoyed Barbara Hershey in all of her roles as well and I thought she also did a phenomenal job in this movie
1,I would say that this film is disturbing The brutality is depicted in a very sick way its like a psychosis in 40 minutes In the same time it is a cruel introspection in human behavior The scenes are ferocious starting with the butchery of the horse and ending with the brutal sex scene in the kitchen Every emotion is exploited to extreme the frustration of the butcher the love for his daughter almost incestuous the rage when he finds out she has been abused every feeling is so natural and so wrong This film delivers the truth about human nature in a very honest and brutal way The message of the film is that ones life can change in a second as a consequence of ones behavior and that the most primitive emotions are the most powerful and can determine ones acting Id loved the unique manner of filming the simplicity and the brutality accompanied with the silence in which only inner thoughts pierce through
1,Three tenyearold children born at the same time during a solar eclipse begin to slyly murder anybody that offends them While killer kid movies werent exactly new at the time of this twisted 80s slasher the theme of children as murderers works nicely for this film Bloody Birthday does deliver some good chills and suspense while managing to be a competent killer thriller with some strange qualities It straddles a fine line between cheesy and creepy but it does remain entertaining throughout with an interesting plot Theres some strong murder scenes as well as a good bit of nudity to establish this as a solid slasher guilty pleasure The cast does a fairly good job Young stars Elizabeth Hoy and KC Martel deliver some menacing performances while rising star Julie Brown does a striptease before a memorable murder scene Veteran star Susan Strasberg does well as the teacher and Jose Ferrer has a cameo appearance All around this offbeat slasher entry isnt bad though its admittedly not flawless but it is well worth watching for genre fans  out of 
1,I got this movie out a week after the death of Ichikawa Kon  I suppose if there is one way to mark the passing of a great director its to raise a glass of wine to him while watching one of his greatest movies Ichikawa had one of the finest careers in Japanese film but as he never had a distinctive style or theme he often seems to be overlooked compared to his near contemporaries such as Ozu and Kurosawa he was a little younger than them but not by much He is one of those directors who defies auteur theories  its likely that his wife who wrote the screenplay for this and many other of his movies was as much responsible for the quality of the movies as he was But at his best he was as good as any Japanese film maker at the time In particular he had great technical skills allowing him to tell complex stories in an accessible manner But in terms of theme this movie could hardly be simpler  war is hell No really its seriously hell Fire on the Plain doesnt follow the normal war genre rules There is no real beginning  we start as the wretched Tamura who is a regular private although it is implied he is more thoughtful and educated than most of the others  at one stage it is shown he understands English but he clams up when the others ask him how he knows it is ordered to hospital as his unit is already in an appalling state The soldiers are defeated and starving to death They are no longer an army just a rag bag group of refugees  hunted by the locals and pretty much ignored by the Americans who have bigger fish to fry Hunger and despair is driving the soldiers to the edge and beyond of madness In typical Ichikawa style its not all just grim  its oddly funny in parts a very black humour of course The high points of this movie to me are the outstanding performances from the leads and the vivid photography The characters in all their humanity but also their complete loss of humanity are all too believable This is that rare film  one which will refuse to erase itself from your head even if you want to forget it
1,Bottom has been my favourite sitcom ever since i saw it on tv and the movie is even better if your a bottom fan i say this is a must buy the plot is that Eddie and Ritchie run a hotel named guest house Paradise but not all goes right for them as customers leave until a famous actress come to stay they try there best to impress her but not all well go right this is a upbringing to British cinema so buy this and you will wet yourself with laughter also starring Simon Peggi shaun of the dead and also bill neigh love actually it might of not done good in the box office or by the looks of it on this website but dont listen to them buy this and i swear you will love it
1,I really enjoyed this movie and I usually dont like animated pictures But I thought the cats were appealing and the story line was charming There is a good song called Everybody wants to be a cat that is a lot of fun It has some comic moments and is an interesting adventure I think it helps to be an avid cat lover to enjoy this film
1,As a local performer I thought that Grease showcased what Broadway producers are looking for and it highlighted a small bit of the acting population Although my favorites did not win but came in second I enjoyed comparing myself to them and seeing what I liked and where I could improve as a performer They brought in Olivia NewtonJohn because she is the obvious link between the Broadway production and television audiences They sang songs from the movie Hopelessly Devoted et al because these songs will be included in the new production I agree with the earlier comment made that the BWay cast looks so much older but you must bear in mind that these are people who have been on Broadway and worked their tails off to be there If the entire cast was green and fresh then I believe that would have compromised the casting process by which producers choose their talent
1,Werner Herzog again explores the psyche of a man In Little Dieter we meet an effervescent brilliant man who survived the war in Bavaria seeing starvation and strange sights moved to the US and fulfilled his dream of being a flier War food death survival hoarding planes heads coming off how one American is born Herzog again sees madness as plane of existence and the surreal blends with the poignant as Herzog himself narratives this psychic travelogue of a German becoming an American who flies prop planes in a late 20th century war where the culmination of technology pilgrimage and eating out of garbage cans with spoons is melded with constant optimism into a man redefined into American As always with Herzog we are faced with florid madness brilliance and what is man in the face of his own excesses societal and personal We laugh and cringe and are amazed at this man Where else for this man but America
1,I will start by saying I have always been a Bonnie Hunt fan She always adds life to any character she plays and she did a wonderful job in her directorial debut I have to admit this is a chick flick But keeping that in mind it is a wonderful story it touches on many emotions and elicits all sorts of reactions This film depicts real life like people with real life like situations Tho I have to exclude the coincidence that is the major part of the film Its a love story not just of a man and a woman but the love of family friends and loved ones past Even pets I really enjoyed it Well worth the rental or the purchase
1,Sorte Nula is the 1 Box Office Portuguese movie of 2004 This extreme low budget production estimated USD150000 opened during Christmas opposite American Blockbusters like National Treasure Polar Express The Incredibles and Alexander but rapidly caught the adulation of the Portuguese moviegoers Despite the harsh competition the small film did surprisingly well topping all other Portuguese films of the past two years in its first weeks The film is a mysterymurder with a humorous tone cleverly written and directed by Fernando Fragata who has become a solid reference in the European independent film arena Did I like the film Oh yes
1,Acceptedlets see The only reason why i had chosen to see that movie was the hot dog shown in commercials when Shradersp said ASK ME ABOUT MY WEINER After that i HAD to see that movie and i watched it with a couple of my friendsand WOW amazing One of the best films of the year THe entire movie i was laughing like crazy The plot in this story is that Bartleby Justin Long doesnt get accepted into any of the schools he applied so he makes another fake college for him and his friends so that he can fool his parents that he DID make it into college So he makes the finishing touches and he fools his parentsuntil more students look at the website and see the clicker ACCEPTANCE IS ONE CLICK AWAY and all these rejects come to this school They face many problems and they just cant seem to get anything right 1010 LOVED IT NOW WATCH IT
1,this film explores if not creates a whole new genre with perfect imperfection  hilarity truth fun talent and circumstance that make for MAGIC  from creative musical numbers to off the cuff comedy that incorporates actors at their very best if i hadnt have known better i would have thought there was an elaborate script here what you get a mighty wind meets conversations with god meets something so fresh and new and delightful that it becomes its own entity peters and fell both give stellar performances and reel you in immediately the rest of the cast is also phenomenal there are no small parts only small actors and everyone involved here should be patted on the back taken out to dinner and be considered for an Oscar well done
1,The Childs Play series isnt a favourite of mine but Bride Of Chucky is actually an okay movie This time we have two dolls Chucky and his former girlfriend when he was human Tiffany Together they go on a journey to find an object There are a few interesting scenes through the movie like the guy getting hit by the truck and literally exploding the sex scene between Chucky and Tiffany and the ending which allows for another sequel to take place Wasnt really a straight forward horror it mixed a lot of comedy and was a sort of spoof of the horror genre This made the movie better like comedy does do with many horror movies All up even if your not a Childs Play fan give this one a go
1,Contains Spoilers Luchino Viscontis film adaptation of Thomas Manns novella is visually if not philosophically faithful to its source Brittens opera offers a more faithful reading of the ApollonianDionysian struggles which consume the aging writer It is certainly one of the most gorgeous films ever made  In the Visconti version the emphasis is more on the physical aspects of the story Never has Venice looked more beautiful and alluring more decadent and effete If youve read the novella its like having the descriptions on its pages come to life Dirk Bogarde gives an outstanding performance as Gustav von Aschenbach Although he has very little dialogue he conveys the bitterness aroused passion and finally pitiful yearning of Aschenbach through facial expressions alone Bjorn Andresen the young actor who plays Tadzio the beautiful object of Aschenbachs desire was perfectly cast He too plays the part with facial expressions and gestures The Tadzio character is pivotal to the story so any actor in this role must be worthy of inspiring passion and desire Visconti with his incredible eye for beauty knew exactly what he was doing And changing Ashenbach from a writer to a composer based on Gustav Mahler and then using Mahlers music especially the Adagietto from the 5th Symphony was another brilliant stroke Although Id read the Mann story before the film Mahlers music and Death in Venice will always be inextricably linked in my mind As will the haunting images which appear throughout the film especially that last one of Ashenbach dying on the beach as Tadzio walks slowly into the sea  One day this film will be released in DVD widescreen format and its visual splendors completely restored to us
1,The movie is based on a Jules Verne book I actually have read once about ten years ago I remember I liked the book a lot and this movie does a good job in telling the story The most important thing in this movie isnt the story however but the highly original visual look it has The visuals are absolutely beautiful and they are apparently achieved by a clever combination of animated drawings combined with live actors stopmotion animation and sets that are painted so that they look much like from an animated movie Combined by Jules Vernes own unique versions of airplanes and submarines and Karel Zemans good directing results in a very well done and convincing visual style that manages to effectively hold ones attention until the end of the movie There are some problems as well one of the underwater scenes at the end takes maybe needlessly lot of time for example as the story in the first part of the movie is rushed through quite quickly None of this matters much though since the movie is always highly enjoyable A gem that deserves to be more well known for todays audiences as well A recommended movie for the whole family
1,The Ali G show was really something amazing  he was so stupid wannabe rapper but no one he interviewed noticed that he was just pretending Sasha Cohen is actually very intelligent guy who pretends to be stupid so he could get really honest answers from people And it is very funny So I didnt expect movie to be good cause it was all acted  no real people or interviews So the basic point of all show was lost But I was wrong  I laughed all the time it was one of the funniest films I ever saw Sure it was stupid but who cares if you cant actually brake in to safe with a car battery like someone said It wasnt supposed to be a realistic documentary And it isnt like the show it goes in totally different way but that doesnt mean it is bad When I finished watching I was totally impressed but now when some time passed I realized that it was not that special anyway But it still deserves a nine  well at least for what it is supposed to be
1,The stark cold landscape of Big Sky Country with its majestic snowcapped mountains juxtaposed to barren plains is put to poetic use here in this Lynchian fableslide picture show about death and melancholy from the young and talented Polish Brothers who previously treated indie movie fans to the bizarre and fascinating Twin Falls Idahoa film about a young woman falling in love with two brothers who happen to be Siamese twins A little orphan boy is dying and a town is about to flooded in the name of progress in the form a damn and hydroelectric power plant With its eerily pleasing music score minimalist dialogue and character development and uncanny fantasy sequences involving some very unique angels the Polish brothers put their focus on what every good film artist knows a film should be about the moving picturesthe images the scenespaintings of deep beauty captured on celluloid This is best to be viewed late at night so that the haunting imagery can linger in your mind and wash over you as you drift off into sleep The fact that all of this was done on a shoestring budget of less than two million dollars puts Hollywood with their bloated film costs and hollow movies to shame and indicates something grand to come from the Polish brothers in the future
1,I liked this show from the first episode I saw which was the Rhapsody in Blue episode for those that dont know what that is the Zan going insane and becoming pau lvl 10 ep Best visuals and special effects Ive seen on a television series nothing like it anywhere
1,A blackly comic tale of a downtrodden priest Nazarin showcases the economy that Luis Bunuel was able to achieve in being able to tell a deeply humanist fable with a minimum of fuss As an output from his Mexican era of film making it was an invaluable talent to possess with little money and extremely tight schedules Nazarin however surpasses many of Bunuels previous Mexican films in terms of the acting Francisco Rabal is excellent narrative and theme The theme interestingly is something that was explored again in Viridiana made three years later in Spain It concerns the individuals struggle for humanity and altruism amongst a society that rejects any notion of virtue Father Nazarin however is portrayed more sympathetically than Sister Viridiana Whereas the latter seems to choose charity because she wishes to atone for her perceived sins Nazarins whole existence and reason for being seems to be to help others whether they or we like it or not The films last scenes in which he casts doubt on his behaviour and in a split second has to choose between the life he has been leading or the conventional life that is expected of a priest are so emotional because they concern his moral integrity and we are never quite sure whether it remains intact or not This is a remarkable film and I would urge anyone interested in classic cinema to seek it out It is one of Bunuels most moving films and encapsulates many of his obsessions frustrated desire mad love religious hypocrisy etc In my view Nazarin is second only to The Exterminating Angel in terms of his Mexican movies and is certainly near the top of the list of Bunuels total filmic output
1,I taped The Morrison Murders on Lifetime Movie network and I watched The Morrison Murders on Lifetime Lifetime Movie network and on Courttv Jonathan Scarfe and John Corbett did a great job of playing Luke and Walker Morrison I am glad that Walker got his brother Luke to confess of murdering his parents and their brother Bobby I enjoy watching True stories on Lifetime Lifetime Movie network and on Courttv The Morrison Murders is a good movie to watch Next time The Morrison Murders is on Lifetime Lifetime Movienetwork or Courttv I am going to watch The Morrrison Murders again because My favorite actor John Corbbett is in The Morrison Murders I give The Morrison Murders a ten because it is a good movie about Walker who tries to find out who killed his parents and his brother Bobby and at the end Walker discovers it was his brother Luke who murdered his parents and his brother Bobby
1,I first saw this on Demand Or on TV Im not really sure But this has got to be my all time favorite movie ever I mean this movie has blood gore laughs and chills through out the movie I recently ordered Monster Man from Amazon and ive been watching Monster Man ever since i got it Trust me you will love this movie  PS The commentary on the DVD is way funny They also said something about Monster Man 2 during the commentary Lets hope they make Monster Man 2 If you have the chance rent the movie or buy it You will absolutely LOVE it This is the best movie that has come out in 2003 1010
1,The historical inaccuracies of this film have been well documented It was never intended to be serious history but an entertaining saga and there it succeeds Errol Flynn was never better as this role was tailored for him Olivia DeHavilland was never more beautiful Arthur Kennedy never more villainous Anthony Quinn never more noble than as Crazy Horse It had much humor and pathos and held your interest throughout The one historical aspect I found most glaringly inaccurate was the final Last Stand which occurred on the banks of the Little Big Horn The film version was filmed in a desert with no river in sight However I still consider it marvelous entertainment typical of Hollywoods golden age
1,You can take the crook out of the joint but it seems exceedingly more difficult to take the joint out of the crook Weve seen this kind of character in this kind of situation before and since in movies like BOB LE FLAMBEUR ELEVATOR TO THE GALLOWS TOUCHEZ PAS AU GRISBI THE ANDERSON TAPES etc Too many times to mention What helps make this one one of the more notable is of course the heist itself which plays out wordlessly in real time and the demeanor of the lead Bogart would think twice before crossing this guy The ironic ending is perfectly suited to this story it almost demands it All around one of the better films noir
1,This is unfortunately Carlins last recorded HBO concert from a series that lasted over 30 years Though this may not be his best work it is excellent funny and thought provoking This recording is also a bit different from most of his other concerts that it is a bit lengthier than most of his other concerts Throughout his long prolific and influential career Carlin has moved from the more observational humor and fart jokes towards a more humanitarian viewpoint of society and culture His focus on the English Language and euphemisms increased throughout the years and culminates in this performance Though I would argue that his audio book When Will Jesus Bring the Pork Chops best displays his vast wit with regards to language euphemisms and the breakdown of our values Its Bad For Ya is quite indicative of his long transformation from a comedian to a writer If you are offended by foul language or the disparagement of the church you will probably not like any of Carlins stand up material However if you enjoy being mentally stimulated and can tolerate the language and blasphemy you would probably greatly enjoy this concert
1,This one gets better with each new look Certainly one of Paul Sorvinos best roles Outstanding music score which was also outstanding on sound track LP so why no CD One the very early dolby stereo sound film releases By the way the original 35mm theatrical trailer for this is really GREAT
1,This is a gripping story that borrows elements from the Kennedy assassination and uses them successfully to create an excellent western tale The movie has a good music score though it relies on repeating the title theme a little too much Giuliano Gemma and the rest of the cast are superb This is a more cerebral than usual spaghetti western that relies more on story than action and it succeeds because the story is excellent This is not to say that there is no action in the movie There is plenty and it is very well crafted This movie pulls you in right away and keeps you absorbed til the end Youll always be wondering whats in those documents everyones after It also has some biting commentary on American politics This movie shows why Valerii in my opinion is in a three way tie with Sollima and Corbucci for second place in the rankings of spaghetti western directors
1,I enjoyed Ramin Bahranis Man Push Cart and this film is equally good This slice of life is almost a documentary about how life on the edges is lived Alejandro Polanco and Isamar Gonzales do an excellent job as a 12yearold brother and a 16yearold sister who live in a small room over an auto shop There are no parents they are on their own surviving Ali supplements his income by stealing auto parts selling bootleg DVDs and selling candy on the subway Izzie supplements her income working a food truck by selling herself They are trying to make money to but their own truck One is tempted to express outrage at the fact that these two children are left to fend on their own and certainly one can be very upset that Izzie sells her body to willing truckers but the fact is that this exists today in the worlds richest country not some underdeveloped land Save the outrage and do something
1,Nazarin by the acclaimed surrealist Bunuel is ovbviously an attack on the Catholic Church and its loss of values It is not a visual film and I think it would have played better on the stage Bunuel takes us through this man the nazarene that lives like Christ lived a true follower ie in poverty and without a care for property and what the next day bringeth Some might call it a parallel to Christs story but any follower and practitioner of the word life should be like Christ in a way But in essence Bunuel also inquires into the ogle of mans selfishness and need to sin and how goodness may save us all It is a bold statement to make that may enliven or recite to memory the movie for some Truth be told the Nazarene is also selfish because he gives without wanting in return or asking for it His selfishness is his folly and the two women who follow him represent the sides of a coinwith the same face on each side Lots of people represent sides of a coin in this movie all with both faces the same But the movie isnt exactly memorable once it ends and one could attack many of its ethical perforations and effusions within the movies own doctrine Not topnotch Bunuel but a surreal dream sequence that bunuel stages whithin where the message of the movie is framed and is worth noting for it shows you the capability of the director Bunuel
1,In 1937 Darryl Zanuck who had recently moved from head of production at Warner Brothers was trying to get his newly created company 20th Century Fox off the ground and on a level playing field with his old bosses at Warners and the glitter palace at MGM This Is My Affair was an attempt to cash in on the current success of historical films set around the turn of the century San Francisco In Old Chicagoand in retrospect he succeeded quite mightily The plot is fascinating A trouble maker but heroic naval officer Robert Taylor is given a secret assignment by President McKinley to uncover a ring of bank robbers that are paralyzing American finance He finds the gang but falls in love with their female mascot Barbara Stanwyck and must decide between love and duty Not everything about this vintage film works well but overall it is a good slice of studio filmmaking The plot gimmick would be borrowed by Kurt Vonnegut for Mother Night the lead role of that film of the book was played brilliantly by Nick Nolte and seems quite believable at least within the confides of studio make believe As a fan of old movies I am always thrilled when I stumble upon one that I have never seen and This is my Affair was no exception
1,The Director of Kannathil Muthamittal directed the first Indian film I had seen Dil Se which led me down the path of buying well over 122 Hindi DVDs in the course of four months I can say I understood the total attraction I was somehow confused as to why the film would stop for music videos It was an excellent movie I didnt know what to make of the dancing and the female vocals were a bit shrill for my western ears but somehow I found AR Rahmens score hypnotic I bought the soundtrack the following day and then Lagan Kuch Kuch Hota Hai and K3G the following week and with the exception of Ichi the killer a few other Korean films  I cant be bothered to watch much else Kind of strange for someone who has only watched a strict diet of Hong Kong Horror and ActionScience fiction films for the past 30 years But I should get back to Kannathil Muthamittal It is one of the Mani Ratmans latest efforts and I laughed Cried Got totally mad terrified and most of all I didnt feel manipulated The acting was superb the photography was beautiful I think you could stop the movie at any given time and would notice that any give frame would be worthy of painting The music fit the movie perfectly and after the credits rolled I wanted to watch again so I did It would be foolish to discuss the plot for fear that you may miss the pleasure of watching the events unfold and the characters develop This is what great film is all about I stood and applauded in my home theater when it was over My wife is watching now and I cant wait for her reaction I cant expect it will be anything less than mine
1,This outing of Knotts includes one of his best sidekicks ever Frank Welker Welker makes the film Knotts and Welker compete for the laughs and both receive plenty Knotts works for a small no where town where the city is being run by some of the most ignorant officials When things go wrong the city fathers allow Knotts to take the fall Frank Welkers character befriends Knotts and together they stumble together to clear up the mess and Knotts good name This film shows the usual Knotts scared to death character that made him famous for years on television and film This may have been Knotts last good outing When you have an extra 90 minutes get a good old fashioned laugh a great icon Don Knotts
1,The short film which got Gaspar Noe on the movie map introducing us to his horrific but thoroughly interesting character The Butcher played brilliantly by Phillipe Nahon Noes direction here has all the hallmarks of his later films showing he was carving his own voice and style from the beginning His sudden cutting along with harsh loud noise skipping flashbacks and many other techniques all are used to disconcert the viewer And it certainly works Also he is not afraid of showing violence as viewers of Irreversible will know Here the violence is equally powerful and in the sequel Seul Contre Tous it is almost unbearable The film opens with a horse being killed It is shot in the head and we watch it writhe on the floor its pool of blood flowing out We then see a human birth in all its bloody glory the daughter of The Butcher He was orphaned in WWII and has grown up hating the world and everyone and everything in it He serves his customers but his interior monologue constantly reminds us of his thoughts he wants them all dead His daughter Blandine Lenoir who would also reprise her role six years later is the only thing he cares about and we watch them grow older together She is however mute and the subject of bullying and toying The Butchers relationship with her is almost incestuous bathing her when she is old enough to do it herself etcbut this is explored more in the next film When she is attacked by a man the Butcher explodes with rage stabbing an innocent man in the mouth He goes to prison taken from the only things he wants his shop and daughter In the short 40 minutes we see all this and more his time in prison and release back to his world Because of his daughters state autistic as well i think she is bland does little except stare and is under the full control of her father The film continues in the exceptionally bleak Seul Contre Tous If you can watch these two films this one first It has some truly excellent acting but is very difficult to watch because of the relentless tone 7 out of 10
1,Wow Why arent more British movies like this Great rights of passage money with a big heart and some stand out performances The comedy is quirky and original and the kid is really great One to hunt down and watch Look out for it Ten out of ten
1,Neil LaBute takes a dramatic turn from his first two films In The Company of Men  Your Friends and Neighbors with this funny and original thrillercomedyroad movie When Betty Renee Zellwegger witnesses the brutal murder of her nogood husband Aaron Eckhart she develops a bizarre sort of amnesia and flees in his car not knowing that there is large stash of drugs in the trunk Morgan Freeman and Chris Rock are the hit men who follow her What Betty is chasing besides a new beginning although she cant remember the old life is her beloved Dr David Ravell Greg Kinnear Only problem Dr David isnt real hes a soap opera character on the show A Reason To Love and hes really an egotistical actor named George McCord To say any more regarding what develops would be too much but Nurse Betty is certainly original Its hit men are like the hired killers of Pulp Fiction are violent yet philosophical its take on soap operas terrific spoof material and its acting is the best feature of all This has to be one of the best cast films in recent years Renee Zellwegger is perfect for Nurse Betty with the constant gleam in her eye that pushes her in her quest Morgan Freeman brings his constant state of grace to the role of a killer at the end of his career and Chris Rock is his partner a man of rage and great impatience Greg Kinnear is at his comic best as the vain actorsoap opera doctor There are also great supporting performances from actors such as Emmywinner Allison Janney The West Wing Harriet Sansom Harris Frasiers agent Bebe Glazer and Kathleen Wilhoite Chloe on ER Actually the supporting cast is a Whos Who of television best character actors A unique film that is funny one moment and chilling the next Nurse Betty is a mix of great acting casting and a terrific screenplay
1,Logged on to the imdb to say what a charming film Love Love is and am totally confused Seems to me that someone has been getting their titles mixed up Plastic demon baby what This wasnt Love Life A little bit luvy dovey for my tastes but a great funny and original film Especially liked the ending that didnt fall into the normal pit of cliche that all hollywood romantic films crash and burn it Nine out of ten
1,Very nice movie I was browsing the channels on my TV and I usually ignore the channels that air drama movies but then I saw this channel that airs old school movies and it is where I saw this movie At first when I saw the title The Cure I thought its gonna be boring but then I got hooked when I saw Brad Renfro was in this movie because of one of my favorite movie of all time is The Client where Brad also stars Then the scenes was getting better and better The story is so beautiful and very touching I cried hard in this movie which I dont usually do Great casting and there are so many beautiful linesquotes in this movie which is very striking and made me cry hard Now I bought my own copy on DVD and I always recommend it to everyone
1,I enjoyed this film which I thought was well written and acted There was plenty of humour and a thoughtprovoking storyline A warm and enjoyable experience with an emotional endingGood fun
1,What a great show A very underrated dramatic show It is great how there are no main characters and every episode some other characters are the main charactersI think the best character on the show is Vern Schillinger He is a tough bad guy and an Aryan on top of that which makes him a true bad guy prisoner who there are many that are known to be This show has many murders I think it is a little over exaggerated for the killing on the show but I have to admit that is one of the reasons why I think the show is so greatI think some characters were killed off a little early but some sure still made their mark You cant compare things like Prison Break to this show they are totally different I think some of the actors on the show are also very good and underrated and should what is due to them A great show my favorites A show that should be considered of the the greats for years to come
